event_id,image_id,hls_tile,fire_name,fire_year,incid_type,split,burned_pixels,unburned_pixels,missing_pixels,burned_fraction,acquisition_date,chip_bounds
CA3802612076120200818,subsetted_512x512_HLS.S30.T10SFH.2020245.v1.4,10SFH,SALT,2020.0,Wildfire,training,8409,253735,0,0.032077789306640625,2020-09-01,"POLYGON ((-120.66754101851129 37.92716991331226, -120.66315394150533 38.065492935556975, -120.83812686132686 38.0688431260852, -120.84218610025977 37.93050357756255, -120.66754101851129 37.92716991331226))"
CA3451712013120211011,subsetted_512x512_HLS.S30.T10SGD.2021306.v1.4,10SGD,ALISAL,2021.0,Wildfire,training,77524,184617,3,0.29573397522707245,2021-11-02,"POLYGON ((-120.02380153214851 34.423117256635074, -120.01887840797907 34.56144900239934, -120.18610493766225 34.5654213888631, -120.19075281128788 34.427069266478256, -120.02380153214851 34.423117256635074))"
CA3580012036020180806,subsetted_512x512_HLS.S30.T10SGE.2018247.v1.4,10SGE,TURKEY,2018.0,Wildfire,training,10428,251716,0,0.0397796630859375,2018-09-04,"POLYGON ((-120.2368390691194 35.74096984420083, -120.23203929865902 35.87929736958981, -120.40202233535213 35.88309684435948, -120.40652818030753 35.74475015127537, -120.2368390691194 35.74096984420083))"
CA3566212040420190612,subsetted_512x512_HLS.S30.T10SGE.2019187.v1.4,10SGE,MCMILLAN,2019.0,Wildfire,training,8817,253327,0,0.033634185791015625,2019-07-06,"POLYGON ((-120.2902020694553 35.60482355770172, -120.28551844066989 35.743160404946494, -120.45521883156962 35.746872236632775, -120.45961044968054 35.60851663248697, -120.2902020694553 35.60482355770172))"
CA3605412006420200503,subsetted_512x512_HLS.S30.T10SGE.2020162.v1.4,10SGE,FIVE,2020.0,Wildfire,training,9167,252974,3,0.03496973003078496,2020-06-10,"POLYGON ((-119.97200733257682 35.963861010239356, -119.96670473178045 36.10215090778978, -120.1371280973985 36.106347787579054, -120.14213379504233 35.96803677758368, -119.97200733257682 35.963861010239356))"
CA3535111995620200610,subsetted_512x512_HLS.S30.T10SGE.2020187.v1.4,10SGE,SODA,2020.0,Wildfire,training,7945,254199,0,0.030307769775390625,2020-07-05,"POLYGON ((-119.86759704293017 35.25931155489971, -119.8622522278897 35.39760403324391, -120.03116382636358 35.40187744482172, -120.03622197620933 35.26356328784191, -119.86759704293017 35.25931155489971))"
CA3535112000520200728,subsetted_512x512_HLS.S30.T10SGE.2020217.v1.4,10SGE,BRANCH,2020.0,Wildfire,training,14910,247234,0,0.05687713623046875,2020-08-04,"POLYGON ((-119.94108028722952 35.22496203931397, -119.93586736141036 35.36326494176129, -120.10471874813774 35.36743195672114, -120.1096454164698 35.229107904817596, -119.94108028722952 35.22496203931397))"
CA3607512023120200815,subsetted_512x512_HLS.S30.T10SGE.2020247.v1.4,10SGE,HILLS,2020.0,Wildfire,training,8976,253168,0,0.03424072265625,2020-09-03,"POLYGON ((-120.21810917089584 35.90709512560575, -120.21324732062402 36.04541661897393, -120.38358419581422 36.04925764922891, -120.38814972289298 35.91091681664652, -120.21810917089584 35.90709512560575))"
CA3761912020720170716,subsetted_512x512_HLS.S30.T10SGG.2019307.v1.4,10SGG,DETWILER,2017.0,Wildfire,training,4949,257195,0,0.018878936767578125,2019-11-03,"POLYGON ((-120.06712149499248 37.48177222409586, -120.06169377825675 37.62003878391574, -120.23553677221538 37.62424305150105, -120.24064438761782 37.48595567642132, -120.06712149499248 37.48177222409586))"
OR4292012329520190725,subsetted_512x512_HLS.S30.T10TDN.2019213.v1.4,10TDN,MP 97,2019.0,Wildfire,training,60432,200816,896,0.2313204311611955,2019-08-01,"POLYGON ((-123.19137019520092 42.79510752403943, -123.19179790477608 42.93342823363255, -123.38003868239318 42.932958077666584, -123.37919121410488 42.7946396238072, -123.19137019520092 42.79510752403943))"
CA4051012242020180624,subsetted_512x512_HLS.S30.T10TEK.2018183.v1.4,10TEK,CREEK,2018.0,Wildfire,training,6072,256071,1,0.02316293015644133,2018-07-02,"POLYGON ((-122.42561406184238 40.41699839932295, -122.42443323212885 40.55537032735257, -122.60585045138693 40.55613168837833, -122.6066591153017 40.41775607008968, -122.42561406184238 40.41699839932295))"
CA4022012217020181007,subsetted_512x512_HLS.S30.T10TEK.2018340.v1.4,10TEK,SUN,2018.0,Wildfire,training,17604,244477,63,0.06717007337426216,2018-12-06,"POLYGON ((-122.05404793104096 40.15833507926791, -122.05212098641458 40.29670125752662, -122.23283151354717 40.29804072305355, -122.23439118934793 40.15966804302664, -122.05404793104096 40.15833507926791))"
CA4010912278920190905,subsetted_512x512_HLS.S30.T10TEK.2019275.v1.4,10TEK,SOUTH,2019.0,Wildfire,training,19833,169656,72655,0.10466570618874975,2019-10-02,"POLYGON ((-122.71431677382579 40.0445415176957, -122.71373713956116 40.18292763806911, -122.89416325340638 40.18323316674551, -122.89437755813096 40.04484556213062, -122.71431677382579 40.0445415176957))"
CA4004012260920191103,subsetted_512x512_HLS.S30.T10TEK.2019350.v1.4,10TEK,RANCH,2019.0,Wildfire,training,13155,248966,23,0.050186745815863666,2019-12-16,"POLYGON ((-122.54378506667722 39.98669368976542, -122.542861333502 40.125078518131986, -122.72313212208134 40.125649785225306, -122.72369159979438 39.98726218070823, -122.54378506667722 39.98669368976542))"
CA4054112256820200927,subsetted_512x512_HLS.S30.T10TEK.2020275.v1.4,10TEK,ZOGG,2020.0,Wildfire,training,167670,94474,0,0.6396102905273438,2020-10-01,"POLYGON ((-122.53203869102012 40.36774766970144, -122.5310783173373 40.50612312852831, -122.71236509606577 40.50671653975791, -122.71295420224862 40.36833820384717, -122.53203869102012 40.36774766970144))"
OR4209912285420180715,subsetted_512x512_HLS.S30.T10TEM.2018213.v1.4,10TEM,HENDRIX,2018.0,Wildfire,training,5047,257097,0,0.019252777099609375,2018-08-01,"POLYGON ((-122.7513052442444 42.019579228630924, -122.75076430981699 42.15791818959366, -122.9366921687437 42.158171433344364, -122.9368295719713 42.01983125424284, -122.7513052442444 42.019579228630924))"
OR4265012175420190503,subsetted_512x512_HLS.S30.T10TEN.2019168.v1.4,10TEN,AKA NORTH II 25,2019.0,Prescribed Fire,training,12338,249806,0,0.04706573486328125,2019-06-17,"POLYGON ((-121.66217890442309 42.5823997012253, -121.659211332762 42.7206884788447, -121.84676932722036 42.72273080072643, -121.84932201790316 42.58443222046505, -121.66217890442309 42.5823997012253))"
CA4042112086320200718,subsetted_512x512_HLS.S30.T10TFK.2020220.v1.4,10TFK,HOG,2020.0,Wildfire,training,43685,218459,0,0.16664505004882812,2020-08-07,"POLYGON ((-120.71719016274052 40.34994368425805, -120.7125094029247 40.488213913046124, -120.89362225485979 40.49165831444776, -120.89793310865124 40.353371396168846, -120.71719016274052 40.34994368425805))"
CA4139512105720180815,subsetted_512x512_HLS.S30.T10TFL.2018245.v1.4,10TFL,STONE,2018.0,Wildfire,training,168257,93887,0,0.6418495178222656,2018-09-02,"POLYGON ((-120.9263060548222 41.35372803947906, -120.9219007553224 41.49199340506726, -121.10580594403675 41.49517032268287, -121.10982198255424 41.35688964221665, -120.9263060548222 41.35372803947906))"
CA4106412076220200720,subsetted_512x512_HLS.S30.T10TFL.2020215.v1.4,10TFL,GOLD,2020.0,Wildfire,training,92554,169590,0,0.35306549072265625,2020-08-02,"POLYGON ((-120.72581263620162 40.99299119186286, -120.72104256345487 41.13124680255344, -120.90391360602273 41.13472093317931, -120.9083016233659 40.996448547809955, -120.72581263620162 40.99299119186286))"
CA4192012170520180516,subsetted_512x512_HLS.S30.T10TFM.2018155.v1.4,10TFM,CALKR-FY18-RX-KLB-LOWER KLAMATH HFR-UNITS 11A1 11A2 11C,2018.0,Prescribed Fire,training,4629,257423,92,0.01766443301329507,2018-06-04,"POLYGON ((-121.6038278528971 41.85005086068414, -121.60080934326962 41.98835398544094, -121.78619805722504 41.99046419891596, -121.78881687987486 41.852150919685215, -121.6038278528971 41.85005086068414))"
CA4174812105620190905,subsetted_512x512_HLS.S30.T10TFM.2019280.v1.4,10TFM,LONE,2019.0,Wildfire,training,25895,236229,20,0.09878912270528452,2019-10-07,"POLYGON ((-120.95355692413166 41.696020647424874, -120.94915689275788 41.83428013018341, -121.13404172211705 41.837433596215455, -121.13804567488968 41.699158934193726, -120.95355692413166 41.696020647424874))"
OR4265012082720180815,subsetted_512x512_HLS.S30.T10TFN.2018245.v1.4,10TFN,WATSON CREEK,2018.0,Wildfire,training,196539,65605,0,0.7497367858886719,2018-09-02,"POLYGON ((-120.6394919410247 42.54805927028449, -120.6342631317187 42.68626887570219, -120.82161686258505 42.68998698242516, -120.82643240819175 42.551759538939244, -120.6394919410247 42.54805927028449))"
OR4250212055220200721,subsetted_512x512_HLS.S30.T10TFN.2020235.v1.4,10TFN,BEN YOUNG,2020.0,Wildfire,training,5571,256572,1,0.021251759535825865,2020-08-22,"POLYGON ((-120.45165570618552 42.432190226528, -120.44603393618797 42.57038313414991, -120.63301541973009 42.57440064746219, -120.6382265784724 42.43618846083552, -120.45165570618552 42.432190226528))"
OR4383912111420180907,subsetted_512x512_HLS.S30.T10TFP.2018285.v1.4,10TFP,TEPEE 1144 NE,2018.0,Wildfire,training,9613,252531,0,0.036670684814453125,2018-10-12,"POLYGON ((-120.99027631686553 43.77386634847784, -120.98562926927988 43.91207865411135, -121.17682772136602 43.91529026319076, -121.1810343089276 43.77706259046221, -120.99027631686553 43.77386634847784))"
OR4403912052820200816,subsetted_512x512_HLS.S30.T10TFP.2020248.v1.4,10TFP,FROG 0657 RS,2020.0,Wildfire,training,17771,244373,0,0.06779098510742188,2020-09-04,"POLYGON ((-120.41090714246464 43.957216829015806, -120.40488280462284 44.09536834596649, -120.59659740283838 44.09956480341748, -120.60217777463481 43.96139322031944, -120.41090714246464 43.957216829015806))"
OR4441412049420180508,subsetted_512x512_HLS.S30.T10TFQ.2018173.v1.4,10TFQ,SPEARS RX 0164 PR,2018.0,Prescribed Fire,training,5936,256208,0,0.02264404296875,2018-06-22,"POLYGON ((-120.45460717564235 44.32471175442236, -120.44860799639089 44.46285909395106, -120.64152777740088 44.467008097396246, -120.64707440106348 44.328840926328105, -120.45460717564235 44.32471175442236))"
OR4453312109120180817,subsetted_512x512_HLS.S30.T10TFQ.2018245.v1.4,10TFQ,MILEPOST 6 1012 RN,2018.0,Wildfire,training,7979,254165,0,0.030437469482421875,2018-09-02,"POLYGON ((-120.99730430089002 44.430320678993944, -120.99256616846993 44.5685176381517, -121.18590348264279 44.57175332633918, -121.19018592273245 44.433540896944606, -120.99730430089002 44.430320678993944))"
OR4494912090120190812,subsetted_512x512_HLS.S30.T10TFQ.2019245.v1.4,10TFQ,WARD CREEK 0769 RN,2019.0,Wildfire,training,9310,252834,0,0.03551483154296875,2019-09-02,"POLYGON ((-120.78428339761886 44.86903292675831, -120.77896066917627 45.00720022978269, -120.97374315688819 45.010823833706674, -120.97859990168516 44.87263921198805, -120.78428339761886 44.86903292675831))"
OR4542812106020180726,subsetted_512x512_HLS.S30.T10TFR.2018213.v1.4,10TFR,LONG HOLLOW 0806 RN,2018.0,Wildfire,training,138187,123957,0,0.5271415710449219,2018-08-01,"POLYGON ((-120.89356833472037 45.27591363240403, -120.88843566546863 45.414081036578295, -121.08462538201361 45.4175407719344, -121.0892819091336 45.27935683111329, -120.89356833472037 45.27591363240403))"
WA4671912050220180602,subsetted_512x512_HLS.S30.T10TFS.2018193.v1.4,10TFS,BUFFALO,2018.0,Wildfire,training,8403,253735,6,0.03205563481830181,2018-07-12,"POLYGON ((-120.3809307537108 46.65780273099662, -120.3742343043789 46.79588539747197, -120.57531888656709 46.80032477894077, -120.58150378424334 46.66222086846636, -120.3809307537108 46.65780273099662))"
WA4661012135020180730,subsetted_512x512_HLS.S30.T10TFS.2018213.v1.4,10TFS,MIRIAM,2018.0,Wildfire,training,25700,236412,32,0.09804968868270053,2018-08-01,"POLYGON ((-121.26712256279993 46.522930299073096, -121.26271190016686 46.66109773969807, -121.46340646544034 46.6639697089647, -121.46730811930163 46.525788520732476, -121.26712256279993 46.522930299073096))"
WA4682812052320190723,subsetted_512x512_HLS.S30.T10TFS.2019213.v1.4,10TFS,PIPELINE,2019.0,Wildfire,training,26896,235248,0,0.10260009765625,2019-08-01,"POLYGON ((-120.43398548309177 46.73811361467292, -120.42740614609383 46.87620014756012, -120.6287985998838 46.88055149208177, -120.63486410348601 46.74244413228628, -120.43398548309177 46.73811361467292))"
WA4754012029720180713,subsetted_512x512_HLS.S30.T10TFT.2018213.v1.4,10TFT,ROCKY REACH,2018.0,Wildfire,training,15053,247087,4,0.057423514152742806,2018-08-01,"POLYGON ((-120.22714408821827 47.45872484147813, -120.2198532503408 47.5967705948093, -120.42396249550507 47.601539214805825, -120.4307195589812 47.46347059983352, -120.22714408821827 47.45872484147813))"
CA4005312066920190904,subsetted_512x512_HLS.S30.T10TGK.2019280.v1.4,10TGK,WALKER,2019.0,Wildfire,training,215627,46481,36,0.8226647030994857,2019-10-07,"POLYGON ((-120.47624754155858 40.018753376765034, -120.47113330912174 40.15700703271892, -120.651332742231 40.16080465037222, -120.65608339555625 40.02253255958282, -120.47624754155858 40.018753376765034))"
CA4058912057520190828,subsetted_512x512_HLS.S30.T10TGL.2019245.v1.4,10TGL,R-1  RANCH,2019.0,Wildfire,training,16967,245177,0,0.06472396850585938,2019-09-02,"POLYGON ((-120.44565308891077 40.534504709458474, -120.44038166118034 40.67274271641548, -120.62195831265508 40.6766276271505, -120.62685668026738 40.538370819858336, -120.44565308891077 40.534504709458474))"
OR4261011964820190915,subsetted_512x512_HLS.S30.T10TGN.2019305.v1.4,10TGN,POKER,2019.0,Wildfire,training,86593,175551,0,0.3303260803222656,2019-11-01,"POLYGON ((-119.45029977343776 42.61839368549023, -119.4424202037653 42.75645296327631, -119.62979243108697 42.762127042266776, -119.63725895938046 42.62404057662656, -119.45029977343776 42.61839368549023))"
OR4245111982720201019,subsetted_512x512_HLS.S30.T10TGN.2020310.v1.4,10TGN,WARNER WETLANDS RX,2020.0,Prescribed Fire,training,7112,255032,0,0.027130126953125,2020-11-05,"POLYGON ((-119.74206851268856 42.39556456129007, -119.73489208053245 42.53367122377426, -119.92165142561937 42.53884551527549, -119.92841900041839 42.40071403488748, -119.74206851268856 42.39556456129007))"
OR4408012020420180716,subsetted_512x512_HLS.S30.T10TGP.2018215.v1.4,10TGP,CEMETERY 0701 RS,2018.0,Wildfire,training,6828,255316,0,0.0260467529296875,2018-08-03,"POLYGON ((-120.1019168120079 43.99867923866138, -120.09516432862328 44.13679390392065, -120.28696561870102 44.141513444452485, -120.29327362348677 44.00337621873127, -120.1019168120079 43.99867923866138))"
OR4480012022420180817,subsetted_512x512_HLS.S30.T10TGQ.2018245.v1.4,10TGQ,JENNIES PEAK 1039 RN,2018.0,Wildfire,training,196445,65699,0,0.7493782043457031,2018-09-02,"POLYGON ((-120.20159583065455 44.73821509478383, -120.1949049459661 44.876323812789984, -120.38916329434193 44.880933369366176, -120.39539214883196 44.74280262889179, -120.20159583065455 44.73821509478383))"
OR4475511980220200819,subsetted_512x512_HLS.S30.T10TGQ.2020275.v1.4,10TGQ,LAUREL 0741 PR,2020.0,Wildfire,training,6264,255878,2,0.02389544597965988,2020-10-01,"POLYGON ((-119.69933366217886 44.66861712966481, -119.69146225816262 44.80666278879089, -119.88539975901871 44.812122195357496, -119.89281163233714 44.674050464544266, -119.69933366217886 44.66861712966481))"
OR4514511998420180817,subsetted_512x512_HLS.S30.T10TGR.2018245.v1.4,10TGR,LONEROCK 1057 RN,2018.0,Wildfire,training,22150,239994,0,0.08449554443359375,2018-09-02,"POLYGON ((-119.88257898066192 45.10289855297562, -119.87503062234923 45.24095852909262, -120.07047401216822 45.246143616071194, -120.07755197306483 45.1080588764223, -119.88257898066192 45.10289855297562))"
WA4592711962520200907,subsetted_512x512_HLS.S30.T10TGR.2020275.v1.4,10TGR,PATERSON,2020.0,Wildfire,training,6256,255888,0,0.02386474609375,2020-10-01,"POLYGON ((-119.60100853574379 45.81992338197736, -119.5925706562454 45.957927188281936, -119.79046659220676 45.96366262554691, -119.79841652621738 45.82563142525143, -119.60100853574379 45.81992338197736))"
WA4619311979920180628,subsetted_512x512_HLS.S30.T10TGS.2018190.v1.4,10TGS,MONTECITO,2018.0,Wildfire,training,8439,253705,0,0.032192230224609375,2018-07-09,"POLYGON ((-119.67450562299635 46.102376647054825, -119.66616817376419 46.240384046853, -119.86509183863454 46.246017522504644, -119.87293385052378 46.10798320538862, -119.67450562299635 46.102376647054825))"
WA4675811948720180908,subsetted_512x512_HLS.S30.T10TGS.2018285.v1.4,10TGS,WAHLUKE SLOPE,2018.0,Wildfire,training,50435,211709,0,0.19239425659179688,2018-10-12,"POLYGON ((-119.38033021963919 46.70258803025235, -119.37106388674795 46.84053772486337, -119.57213179425119 46.84674338258454, -119.58088722423477 46.70876401642301, -119.38033021963919 46.70258803025235))"
WA4686911989820190604,subsetted_512x512_HLS.S30.T10TGS.2019195.v1.4,10TGS,243 COMMAND,2019.0,Wildfire,training,63810,198334,0,0.24341583251953125,2019-07-14,"POLYGON ((-119.69193158583144 46.76711222892096, -119.68344288826351 46.90510596327929, -119.88481590928326 46.91076843608582, -119.89279128558704 46.772747615097835, -119.69193158583144 46.76711222892096))"
WA4667012011520200817,subsetted_512x512_HLS.S30.T10TGS.2020245.v1.4,10TGS,TAYLOR POND,2020.0,Wildfire,training,91143,171001,0,0.3476829528808594,2020-09-01,"POLYGON ((-120.04274610773531 46.61769525746345, -120.03519630663834 46.755739048731094, -120.2360765357515 46.76077092374158, -120.24311644003646 46.62270306172244, -120.04274610773531 46.61769525746345))"
WA4725411999320180703,subsetted_512x512_HLS.S30.T10TGT.2018213.v1.4,10TGT,BAIRD SPRINGS,2018.0,Wildfire,training,5141,256858,145,0.019622212298520222,2018-08-01,"POLYGON ((-119.90288331759233 47.19123711882296, -119.89481658383377 47.32924913136635, -120.09783658815766 47.334574396162154, -120.10537777241309 47.196536879471445, -119.90288331759233 47.19123711882296))"
WA4770712016520190723,subsetted_512x512_HLS.S30.T10TGT.2019213.v1.4,10TGT,DESERT CANYON,2019.0,Wildfire,training,6777,254936,431,0.02589477786735852,2019-08-01,"POLYGON ((-120.0549303424368 47.64097544287699, -120.04713747503192 47.778995987504175, -120.2519298043778 47.78408585749616, -120.25918392061351 47.64604090099396, -120.0549303424368 47.64097544287699))"
WA4779011998320180727,subsetted_512x512_HLS.S30.T10UGU.2018213.v1.4,10UGU,CHELAN HILLS,2018.0,Wildfire,training,8332,253635,177,0.031805532757942796,2018-08-01,"POLYGON ((-119.86790276663906 47.722407160912226, -119.85959180153577 47.860401728494566, -120.0646706800973 47.86583285068571, -120.07244087169 47.72781223203299, -119.86790276663906 47.722407160912226))"
WA4798411942320180806,subsetted_512x512_HLS.S30.T10UGU.2018245.v1.4,10UGU,RAGGED BUTTE,2018.0,Wildfire,training,8134,253900,110,0.031041773205003932,2018-09-02,"POLYGON ((-119.35475682802938 47.908640266045786, -119.34502258690907 48.046556883854066, -119.55073483852395 48.05292477123853, -119.55992392827618 47.9149776054214, -119.35475682802938 47.908640266045786))"
WA4777911979820200712,subsetted_512x512_HLS.S30.T10UGU.2020215.v1.4,10UGU,ROAD 11,2020.0,Wildfire,training,40017,222127,0,0.15265274047851562,2020-08-02,"POLYGON ((-119.69018049922587 47.71741375603591, -119.68140000274148 47.855384261489405, -119.88642483053769 47.86113324419412, -119.89466506302388 47.723135168117686, -119.69018049922587 47.71741375603591))"
WA4792111992220200907,subsetted_512x512_HLS.S30.T10UGU.2020280.v1.4,10UGU,APPLE ACRES,2020.0,Wildfire,training,24971,237152,21,0.09526443692464988,2020-10-06,"POLYGON ((-119.8587300405716 47.84148073935004, -119.8503598823987 47.97947121572322, -120.05590825964498 47.98492852535388, -120.06373415765286 47.84691186206647, -119.8587300405716 47.84148073935004))"
WA4855212019420210716,subsetted_512x512_HLS.S30.T10UGU.2021249.v1.4,10UGU,CUB CREEK 2,2021.0,Wildfire,training,1162,137462,123520,0.008382386888273315,2021-09-06,"POLYGON ((-119.91447694303528 48.49330512913084, -119.90606479858656 48.63128721779991, -120.11425833373538 48.63669640114134, -120.12210639505335 48.49868829021784, -119.91447694303528 48.49330512913084))"
CA3765211988120180713,subsetted_512x512_HLS.S30.T11SKB.2018222.v1.4,11SKB,FERGUSON,2018.0,Wildfire,training,219911,42233,0,0.8388938903808594,2018-08-10,"POLYGON ((-119.7161033970679 37.562380710356116, -119.72114489590257 37.700671305662695, -119.89517277533007 37.69652361077864, -119.88980991517182 37.55825353649957, -119.7161033970679 37.562380710356116))"
CA3781211964620200725,subsetted_512x512_HLS.S30.T11SKB.2020222.v1.4,11SKB,BLUEJAY,2020.0,Wildfire,training,31571,230552,21,0.12044345593480923,2020-08-09,"POLYGON ((-119.52187948654232 37.774039400297234, -119.52659656010432 37.912346560013404, -119.70115027259241 37.908467321200035, -119.69610824526575 37.77017931957326, -119.52187948654232 37.774039400297234))"
NV3881811941120180617,subsetted_512x512_HLS.S30.T11SKD.2018192.v1.4,11SKD,UPPER COLONY,2018.0,Wildfire,training,5645,256499,0,0.021533966064453125,2018-07-11,"POLYGON ((-119.3203293512538 38.7459383714512, -119.32482355588907 38.884243222148676, -119.5017574462304 38.8805845890434, -119.49692204059401 38.74229766036536, -119.3203293512538 38.7459383714512))"
NV3887811956320200624,subsetted_512x512_HLS.S30.T11SKD.2020197.v1.4,11SKD,MONARCH,2020.0,Wildfire,training,10680,251464,0,0.040740966796875,2020-07-15,"POLYGON ((-119.44682861642758 38.8014715335163, -119.4515770958338 38.93976230031954, -119.62863163220004 38.93590695435095, -119.62354114214875 38.797635063132155, -119.44682861642758 38.8014715335163))"
