image_id,hls_tile,acquisition_date,chip_bounds,mtbs_id,fire_name,fire_year,intersection_area,intersection_ratio,burn_mask_overlap,temporal_gap_days,match_status,match_confidence,event_id
subsetted_512x512_HLS.S30.T10SFF.2018155.v1.4,10SFF,2018-06-04,"POLYGON ((-120.7043027816388 36.77427121386841, -120.70016104661232 36.912624873032996, -120.8724691904061 36.915837209304065, -120.87630121131193 36.777467524879, -120.7043027816388 36.77427121386841))",CA3686012078020180502,NEES,2018.0,7445983.437300293,0.03156520138975854,1.0,33.0,matched,0.5157826006948792,CA3686012078020180502
subsetted_512x512_HLS.S30.T10SFF.2018190.v1.4,10SFF,2018-07-09,"POLYGON ((-120.87808546949597 36.32025457944452, -120.87431991603829 36.45863506278037, -121.04563723581961 36.46156439702917, -121.04909979812737 36.323169226817555, -120.87808546949597 36.32025457944452))",CA3641012100020180604,AIRLINE,2018.0,5977193.601909925,0.02533525646017918,1.0,35.0,matched,0.5126676282300896,CA3641012100020180604
subsetted_512x512_HLS.S30.T10SFF.2020250.v1.4,10SFF,2020-09-06,"POLYGON ((-121.4831636295344 36.41140889312657, -121.48046257490414 36.54983390072074, -121.65203520219991 36.5518972700609, -121.65443151661366 36.41346192433862, -121.4831636295344 36.41140889312657))",CA3656312164020200816,RIVER,2020.0,144100177.7837077,0.6105357140432337,1.0,21.0,matched,0.8052678570216169,CA3656312164020200816
subsetted_512x512_HLS.S30.T10SFF.2021189.v1.4,10SFF,2021-07-08,"POLYGON ((-121.46211070415147 36.137728341746254, -121.45939941822454 36.276158339458476, -121.6303696148941 36.278239028132745, -121.6327802552279 36.139798573746255, -121.46211070415147 36.137728341746254))",CA3620712156020210618,WILLOW,2021.0,12514135.106740529,0.05302174061751023,1.0,20.0,matched,0.5265108703087551,CA3620712156020210618
subsetted_512x512_HLS.S30.T10SFH.2018185.v1.4,10SFH,2018-07-04,"POLYGON ((-120.76457194028148 37.93500156344837, -120.76036608797224 38.073333785927275, -120.93536895621617 38.07653978640834, -120.93924675890914 37.938191749002605, -120.76457194028148 37.93500156344837))",CA3805012095020180629,WAVERLY,2018.0,48370874.0908088,0.2050385411488723,1.0,5.0,matched,0.6025192705744361,CA3805012095020180629
subsetted_512x512_HLS.S30.T10SFH.2020185.v1.4,10SFH,2020-07-03,"POLYGON ((-121.06858624478105 38.496747515798546, -121.06487818763031 38.635093283221515, -121.24127088004724 38.637878813712746, -121.24464138043284 38.4995193690908, -121.06858624478105 38.496747515798546))",CA3852112120220200612,GRANT,2020.0,20985895.43007277,0.08893531539749143,1.0,21.0,matched,0.5444676576987457,CA3852112120220200612
subsetted_512x512_HLS.S30.T10SFH.2020245.v1.4,10SFH,2020-09-01,"POLYGON ((-120.66754101851129 37.92716991331226, -120.66315394150533 38.065492935556975, -120.83812686132686 38.0688431260852, -120.84218610025977 37.93050357756255, -120.66754101851129 37.92716991331226))",CA3802612076120200818,SALT,2020.0,7563625.212351684,0.032063939878410996,1.0,14.0,matched,0.5160319699392055,CA3802612076120200818
subsetted_512x512_HLS.S30.T10SGD.2021306.v1.4,10SGD,2021-11-02,"POLYGON ((-120.02380153214851 34.423117256635074, -120.01887840797907 34.56144900239934, -120.18610493766225 34.5654213888631, -120.19075281128788 34.427069266478256, -120.02380153214851 34.423117256635074))",CA3451712013120211011,ALISAL,2021.0,69713798.94257393,0.2957642855718813,1.0,22.0,matched,0.6478821427859407,CA3451712013120211011
subsetted_512x512_HLS.S30.T10SGE.2018247.v1.4,10SGE,2018-09-04,"POLYGON ((-120.2368390691194 35.74096984420083, -120.23203929865902 35.87929736958981, -120.40202233535213 35.88309684435948, -120.40652818030753 35.74475015127537, -120.2368390691194 35.74096984420083))",CA3580012036020180806,TURKEY,2018.0,9378296.780033167,0.039776100085274095,1.0,29.0,matched,0.519888050042637,CA3580012036020180806
subsetted_512x512_HLS.S30.T10SGE.2019187.v1.4,10SGE,2019-07-06,"POLYGON ((-120.2902020694553 35.60482355770172, -120.28551844066989 35.743160404946494, -120.45521883156962 35.746872236632775, -120.45961044968054 35.60851663248697, -120.2902020694553 35.60482355770172))",CA3566212040420190612,MCMILLAN,2019.0,7933962.946067854,0.033648504112138405,1.0,24.0,matched,0.5168242520560692,CA3566212040420190612
subsetted_512x512_HLS.S30.T10SGE.2020162.v1.4,10SGE,2020-06-10,"POLYGON ((-119.97200733257682 35.963861010239356, -119.96670473178045 36.10215090778978, -120.1371280973985 36.106347787579054, -120.14213379504233 35.96803677758368, -119.97200733257682 35.963861010239356))",CA3605412006420200503,FIVE,2020.0,8237146.092397636,0.03494627749254654,1.0,38.0,matched,0.5174731387462733,CA3605412006420200503
subsetted_512x512_HLS.S30.T10SGE.2020187.v1.4,10SGE,2020-07-05,"POLYGON ((-119.86759704293017 35.25931155489971, -119.8622522278897 35.39760403324391, -120.03116382636358 35.40187744482172, -120.03622197620933 35.26356328784191, -119.86759704293017 35.25931155489971))",CA3535111995620200610,SODA,2020.0,7146205.41130828,0.03032277482612295,1.0,25.0,matched,0.5151613874130615,CA3535111995620200610
subsetted_512x512_HLS.S30.T10SGE.2020217.v1.4,10SGE,2020-08-04,"POLYGON ((-119.94108028722952 35.22496203931397, -119.93586736141036 35.36326494176129, -120.10471874813774 35.36743195672114, -120.1096454164698 35.229107904817596, -119.94108028722952 35.22496203931397))",CA3535112000520200728,BRANCH,2020.0,13391021.681791008,0.05681573558989765,1.0,7.0,matched,0.5284078677949489,CA3535112000520200728
subsetted_512x512_HLS.S30.T10SGE.2020247.v1.4,10SGE,2020-09-03,"POLYGON ((-120.21810917089584 35.90709512560575, -120.21324732062402 36.04541661897393, -120.38358419581422 36.04925764922891, -120.38814972289298 35.91091681664652, -120.21810917089584 35.90709512560575))",CA3607512023120200815,HILLS,2020.0,8068482.984937241,0.03422127372683933,1.0,19.0,matched,0.5171106368634196,CA3607512023120200815
subsetted_512x512_HLS.S30.T10SGG.2019307.v1.4,10SGG,2019-11-03,"POLYGON ((-120.06712149499248 37.48177222409586, -120.06169377825675 37.62003878391574, -120.23553677221538 37.62424305150105, -120.24064438761782 37.48595567642132, -120.06712149499248 37.48177222409586))",CA3761912020720170716,DETWILER,2017.0,163356524.34693417,0.6929220369716887,0.9341281066882199,840.0,matched,0.8135250718299543,CA3761912020720170716
subsetted_512x512_HLS.S30.T10TDN.2019213.v1.4,10TDN,2019-08-01,"POLYGON ((-123.19137019520092 42.79510752403943, -123.19179790477608 42.93342823363255, -123.38003868239318 42.932958077666584, -123.37919121410488 42.7946396238072, -123.19137019520092 42.79510752403943))",OR4292012329520190725,MP 97,2019.0,54956914.800901026,0.2327546519570558,1.0,7.0,matched,0.6163773259785279,OR4292012329520190725
subsetted_512x512_HLS.S30.T10TEK.2018183.v1.4,10TEK,2018-07-02,"POLYGON ((-122.42561406184238 40.41699839932295, -122.42443323212885 40.55537032735257, -122.60585045138693 40.55613168837833, -122.6066591153017 40.41775607008968, -122.42561406184238 40.41699839932295))",CA4051012242020180624,CREEK,2018.0,5476580.892901212,0.02319518157613991,1.0,8.0,matched,0.51159759078807,CA4051012242020180624
subsetted_512x512_HLS.S30.T10TEK.2018340.v1.4,10TEK,2018-12-06,"POLYGON ((-122.05404793104096 40.15833507926791, -122.05212098641458 40.29670125752662, -122.23283151354717 40.29804072305355, -122.23439118934793 40.15966804302664, -122.05404793104096 40.15833507926791))",CA4022012217020181007,SUN,2018.0,15869172.406779403,0.06721734288456739,1.0,60.0,matched,0.5336086714422837,CA4022012217020181007
subsetted_512x512_HLS.S30.T10TEK.2019275.v1.4,10TEK,2019-10-02,"POLYGON ((-122.71431677382579 40.0445415176957, -122.71373713956116 40.18292763806911, -122.89416325340638 40.18323316674551, -122.89437755813096 40.04484556213062, -122.71431677382579 40.0445415176957))",CA4010912278920190905,SOUTH,2019.0,22852422.71130804,0.0967844263366123,1.0,27.0,matched,0.5483922131683061,CA4010912278920190905
subsetted_512x512_HLS.S30.T10TEK.2019350.v1.4,10TEK,2019-12-16,"POLYGON ((-122.54378506667722 39.98669368976542, -122.542861333502 40.125078518131986, -122.72313212208134 40.125649785225306, -122.72369159979438 39.98726218070823, -122.54378506667722 39.98669368976542))",CA4004012260920191103,RANCH,2019.0,11852050.197243858,0.05019658756292385,1.0,43.0,matched,0.5250982937814619,CA4004012260920191103
subsetted_512x512_HLS.S30.T10TEK.2020275.v1.4,10TEK,2020-10-01,"POLYGON ((-122.53203869102012 40.36774766970144, -122.5310783173373 40.50612312852831, -122.71236509606577 40.50671653975791, -122.71295420224862 40.36833820384717, -122.53203869102012 40.36774766970144))",CA4054112256820200927,ZOGG,2020.0,151021944.7182045,0.639618906194323,1.0,4.0,matched,0.8198094530971616,CA4054112256820200927
subsetted_512x512_HLS.S30.T10TEM.2018213.v1.4,10TEM,2018-08-01,"POLYGON ((-122.7513052442444 42.019579228630924, -122.75076430981699 42.15791818959366, -122.9366921687437 42.158171433344364, -122.9368295719713 42.01983125424284, -122.7513052442444 42.019579228630924))",OR4209912285420180715,HENDRIX,2018.0,4546430.798863094,0.0192549585633357,1.0,17.0,matched,0.5096274792816679,OR4209912285420180715
subsetted_512x512_HLS.S30.T10TEN.2019168.v1.4,10TEN,2019-06-17,"POLYGON ((-121.66217890442309 42.5823997012253, -121.659211332762 42.7206884788447, -121.84676932722036 42.72273080072643, -121.84932201790316 42.58443222046505, -121.66217890442309 42.5823997012253))",OR4265012175420190503,AKA NORTH II 25,2019.0,11114422.59999132,0.04708347971880705,1.0,45.0,matched,0.5235417398594036,OR4265012175420190503
subsetted_512x512_HLS.S30.T10TFK.2020220.v1.4,10TFK,2020-08-07,"POLYGON ((-120.71719016274052 40.34994368425805, -120.7125094029247 40.488213913046124, -120.89362225485979 40.49165831444776, -120.89793310865124 40.353371396168846, -120.71719016274052 40.34994368425805))",CA4042112086320200718,HOG,2020.0,39305992.5703939,0.16660949571269726,1.0,20.0,matched,0.5833047478563487,CA4042112086320200718
subsetted_512x512_HLS.S30.T10TFL.2018245.v1.4,10TFL,2018-09-02,"POLYGON ((-120.9263060548222 41.35372803947906, -120.9219007553224 41.49199340506726, -121.10580594403675 41.49517032268287, -121.10982198255424 41.35688964221665, -120.9263060548222 41.35372803947906))",CA4139512105720180815,STONE,2018.0,151454124.16195917,0.6418672577027078,1.0,18.0,matched,0.8209336288513539,CA4139512105720180815
subsetted_512x512_HLS.S30.T10TFL.2020215.v1.4,10TFL,2020-08-02,"POLYGON ((-120.72581263620162 40.99299119186286, -120.72104256345487 41.13124680255344, -120.90391360602273 41.13472093317931, -120.9083016233659 40.996448547809955, -120.72581263620162 40.99299119186286))",CA4106412076220200720,GOLD,2020.0,83272404.8533678,0.3529651473278258,1.0,13.0,matched,0.6764825736639128,CA4106412076220200720
subsetted_512x512_HLS.S30.T10TFM.2018155.v1.4,10TFM,2018-06-04,"POLYGON ((-121.6038278528971 41.85005086068414, -121.60080934326962 41.98835398544094, -121.78619805722504 41.99046419891596, -121.78881687987486 41.852150919685215, -121.6038278528971 41.85005086068414))",CA4192012170520180516,CALKR-FY18-RX-KLB-LOWER KLAMATH HFR-UNITS 11A1 11A2 11C,2018.0,4142612.023785144,0.01754970014969358,1.0,19.0,matched,0.5087748500748468,CA4192012170520180516
subsetted_512x512_HLS.S30.T10TFM.2019280.v1.4,10TFM,2019-10-07,"POLYGON ((-120.95355692413166 41.696020647424874, -120.94915689275788 41.83428013018341, -121.13404172211705 41.837433596215455, -121.13804567488968 41.699158934193726, -120.95355692413166 41.696020647424874))",CA4174812105620190905,LONE,2019.0,23324239.992193736,0.09884630222848484,1.0,32.0,matched,0.5494231511142424,CA4174812105620190905
subsetted_512x512_HLS.S30.T10TFN.2018245.v1.4,10TFN,2018-09-02,"POLYGON ((-120.6394919410247 42.54805927028449, -120.6342631317187 42.68626887570219, -120.82161686258505 42.68998698242516, -120.82643240819175 42.551759538939244, -120.6394919410247 42.54805927028449))",OR4265012082720180815,WATSON CREEK,2018.0,176858721.9038463,0.7496645953821707,1.0,18.0,matched,0.8748322976910854,OR4265012082720180815
subsetted_512x512_HLS.S30.T10TFN.2020235.v1.4,10TFN,2020-08-22,"POLYGON ((-120.45165570618552 42.432190226528, -120.44603393618797 42.57038313414991, -120.63301541973009 42.57440064746219, -120.6382265784724 42.43618846083552, -120.45165570618552 42.432190226528))",OR4250212055220200721,BEN YOUNG,2020.0,5025173.685183256,0.021303804985516605,1.0,32.0,matched,0.5106519024927583,OR4250212055220200721
subsetted_512x512_HLS.S30.T10TFP.2018285.v1.4,10TFP,2018-10-12,"POLYGON ((-120.99027631686553 43.77386634847784, -120.98562926927988 43.91207865411135, -121.17682772136602 43.91529026319076, -121.1810343089276 43.77706259046221, -120.99027631686553 43.77386634847784))",OR4383912111420180907,TEPEE 1144 NE,2018.0,8649511.527599396,0.036653495840762614,1.0,35.0,matched,0.5183267479203814,OR4383912111420180907
subsetted_512x512_HLS.S30.T10TFP.2020248.v1.4,10TFP,2020-09-04,"POLYGON ((-120.41090714246464 43.957216829015806, -120.40488280462284 44.09536834596649, -120.59659740283838 44.09956480341748, -120.60217777463481 43.96139322031944, -120.41090714246464 43.957216829015806))",OR4403912052820200816,FROG 0657 RS,2020.0,15983427.705755634,0.0677591142543292,1.0,19.0,matched,0.5338795571271646,OR4403912052820200816
subsetted_512x512_HLS.S30.T10TFQ.2018173.v1.4,10TFQ,2018-06-22,"POLYGON ((-120.45460717564235 44.32471175442236, -120.44860799639089 44.46285909395106, -120.64152777740088 44.467008097396246, -120.64707440106348 44.328840926328105, -120.45460717564235 44.32471175442236))",OR4441412049420180508,SPEARS RX 0164 PR,2018.0,5337709.4951934535,0.02262729005620359,1.0,45.0,matched,0.5113136450281018,OR4441412049420180508
subsetted_512x512_HLS.S30.T10TFQ.2018245.v1.4,10TFQ,2018-09-02,"POLYGON ((-120.99730430089002 44.430320678993944, -120.99256616846993 44.5685176381517, -121.18590348264279 44.57175332633918, -121.19018592273245 44.433540896944606, -120.99730430089002 44.430320678993944))",OR4453312109120180817,MILEPOST 6 1012 RN,2018.0,7182776.438662473,0.03043746449739879,1.0,16.0,matched,0.5152187322486994,OR4453312109120180817
subsetted_512x512_HLS.S30.T10TFQ.2019245.v1.4,10TFQ,2019-09-02,"POLYGON ((-120.78428339761886 44.86903292675831, -120.77896066917627 45.00720022978269, -120.97374315688819 45.010823833706674, -120.97859990168516 44.87263921198805, -120.78428339761886 44.86903292675831))",OR4494912090120190812,WARD CREEK 0769 RN,2019.0,8379882.731594211,0.035514630575798865,1.0,21.0,matched,0.5177573152878995,OR4494912090120190812
subsetted_512x512_HLS.S30.T10TFR.2018213.v1.4,10TFR,2018-08-01,"POLYGON ((-120.89356833472037 45.27591363240403, -120.88843566546863 45.414081036578295, -121.08462538201361 45.4175407719344, -121.0892819091336 45.27935683111329, -120.89356833472037 45.27591363240403))",OR4542812106020180726,LONG HOLLOW 0806 RN,2018.0,124389110.6240593,0.527129888951978,1.0,6.0,matched,0.763564944475989,OR4542812106020180726
subsetted_512x512_HLS.S30.T10TFS.2018193.v1.4,10TFS,2018-07-12,"POLYGON ((-120.3809307537108 46.65780273099662, -120.3742343043789 46.79588539747197, -120.57531888656709 46.80032477894077, -120.58150378424334 46.66222086846636, -120.3809307537108 46.65780273099662))",WA4671912050220180602,BUFFALO,2018.0,7552348.368074283,0.03201464246164569,1.0,40.0,matched,0.5160073212308228,WA4671912050220180602
subsetted_512x512_HLS.S30.T10TFS.2018213.v1.4,10TFS,2018-08-01,"POLYGON ((-121.26712256279993 46.522930299073096, -121.26271190016686 46.66109773969807, -121.46340646544034 46.6639697089647, -121.46730811930163 46.525788520732476, -121.26712256279993 46.522930299073096))",WA4661012135020180730,MIRIAM,2018.0,23144108.647040285,0.09805687877323975,1.0,2.0,matched,0.5490284393866198,WA4661012135020180730
subsetted_512x512_HLS.S30.T10TFS.2019213.v1.4,10TFS,2019-08-01,"POLYGON ((-120.43398548309177 46.73811361467292, -120.42740614609383 46.87620014756012, -120.6287985998838 46.88055149208177, -120.63486410348601 46.74244413228628, -120.43398548309177 46.73811361467292))",WA4682812052320190723,PIPELINE,2019.0,24205503.521027174,0.10260370792619576,1.0,9.0,matched,0.5513018539630978,WA4682812052320190723
subsetted_512x512_HLS.S30.T10TFT.2018213.v1.4,10TFT,2018-08-01,"POLYGON ((-120.22714408821827 47.45872484147813, -120.2198532503408 47.5967705948093, -120.42396249550507 47.601539214805825, -120.4307195589812 47.46347059983352, -120.22714408821827 47.45872484147813))",WA4754012029720180713,ROCKY REACH,2018.0,13542898.221008684,0.05741354595063968,1.0,19.0,matched,0.5287067729753199,WA4754012029720180713
subsetted_512x512_HLS.S30.T10TGK.2019280.v1.4,10TGK,2019-10-07,"POLYGON ((-120.47624754155858 40.018753376765034, -120.47113330912174 40.15700703271892, -120.651332742231 40.16080465037222, -120.65608339555625 40.02253255958282, -120.47624754155858 40.018753376765034))",CA4005312066920190904,WALKER,2019.0,194059173.03303245,0.8227460194663231,1.0,33.0,matched,0.9113730097331616,CA4005312066920190904
subsetted_512x512_HLS.S30.T10TGL.2019245.v1.4,10TGL,2019-09-02,"POLYGON ((-120.44565308891077 40.534504709458474, -120.44038166118034 40.67274271641548, -120.62195831265508 40.6766276271505, -120.62685668026738 40.538370819858336, -120.44565308891077 40.534504709458474))",CA4058912057520190828,R-1  RANCH,2019.0,15257465.685760787,0.06468718115453503,1.0,5.0,matched,0.5323435905772675,CA4058912057520190828
subsetted_512x512_HLS.S30.T10TGN.2019305.v1.4,10TGN,2019-11-01,"POLYGON ((-119.45029977343776 42.61839368549023, -119.4424202037653 42.75645296327631, -119.62979243108697 42.762127042266776, -119.63725895938046 42.62404057662656, -119.45029977343776 42.61839368549023))",OR4261011964820190915,POKER,2019.0,77853325.60091217,0.33037408925034356,1.0,47.0,matched,0.6651870446251718,OR4261011964820190915
subsetted_512x512_HLS.S30.T10TGN.2020310.v1.4,10TGN,2020-11-05,"POLYGON ((-119.74206851268856 42.39556456129007, -119.73489208053245 42.53367122377426, -119.92165142561937 42.53884551527549, -119.92841900041839 42.40071403488748, -119.74206851268856 42.39556456129007))",OR4245111982720201019,WARNER WETLANDS RX,2020.0,6389081.9598171925,0.027104024131653543,1.0,17.0,matched,0.5135520120658268,OR4245111982720201019
subsetted_512x512_HLS.S30.T10TGP.2018215.v1.4,10TGP,2018-08-03,"POLYGON ((-120.1019168120079 43.99867923866138, -120.09516432862328 44.13679390392065, -120.28696561870102 44.141513444452485, -120.29327362348677 44.00337621873127, -120.1019168120079 43.99867923866138))",OR4408012020420180716,CEMETERY 0701 RS,2018.0,6136541.73987592,0.026021554602806814,1.0,18.0,matched,0.5130107773014034,OR4408012020420180716
subsetted_512x512_HLS.S30.T10TGQ.2018245.v1.4,10TGQ,2018-09-02,"POLYGON ((-120.20159583065455 44.73821509478383, -120.1949049459661 44.876323812789984, -120.38916329434193 44.880933369366176, -120.39539214883196 44.74280262889179, -120.20159583065455 44.73821509478383))",OR4480012022420180817,JENNIES PEAK 1039 RN,2018.0,176743040.33424002,0.7493783988712114,1.0,16.0,matched,0.8746891994356056,OR4480012022420180817
subsetted_512x512_HLS.S30.T10TGQ.2020275.v1.4,10TGQ,2020-10-01,"POLYGON ((-119.69933366217886 44.66861712966481, -119.69146225816262 44.80666278879089, -119.88539975901871 44.812122195357496, -119.89281163233714 44.674050464544266, -119.69933366217886 44.66861712966481))",OR4475511980220200819,LAUREL 0741 PR,2020.0,5633460.293671644,0.023896503396242982,1.0,43.0,matched,0.5119482516981215,OR4475511980220200819
subsetted_512x512_HLS.S30.T10TGR.2018245.v1.4,10TGR,2018-09-02,"POLYGON ((-119.88257898066192 45.10289855297562, -119.87503062234923 45.24095852909262, -120.07047401216822 45.246143616071194, -120.07755197306483 45.1080588764223, -119.88257898066192 45.10289855297562))",OR4514511998420180817,LONEROCK 1057 RN,2018.0,19921386.210847836,0.08448753091623801,1.0,16.0,matched,0.542243765458119,OR4514511998420180817
subsetted_512x512_HLS.S30.T10TGR.2020275.v1.4,10TGR,2020-10-01,"POLYGON ((-119.60100853574379 45.81992338197736, -119.5925706562454 45.957927188281936, -119.79046659220676 45.96366262554691, -119.79841652621738 45.82563142525143, -119.60100853574379 45.81992338197736))",WA4592711962520200907,PATERSON,2020.0,5621542.838215489,0.02384665712027452,1.0,24.0,matched,0.5119233285601372,WA4592711962520200907
subsetted_512x512_HLS.S30.T10TGS.2018190.v1.4,10TGS,2018-07-09,"POLYGON ((-119.67450562299635 46.102376647054825, -119.66616817376419 46.240384046853, -119.86509183863454 46.246017522504644, -119.87293385052378 46.10798320538862, -119.67450562299635 46.102376647054825))",WA4619311979920180628,MONTECITO,2018.0,7596595.617989282,0.03222204045728011,1.0,11.0,matched,0.5161110202286401,WA4619311979920180628
subsetted_512x512_HLS.S30.T10TGS.2018215.v1.4,10TGS,2018-08-03,"POLYGON ((-120.04411866769549 46.441148076900824, -120.03661878245984 46.57919631868807, -120.23684616784341 46.58421182548571, -120.24384093025039 46.44613959884138, -120.04411866769549 46.441148076900824))",WA4659912020320160731,RANGE 12,2016.0,145534256.1998832,0.6170910323724418,0.6065821827123132,734.0,ambiguous,0.6118366075423776,
subsetted_512x512_HLS.S30.T10TGS.2018285.v1.4,10TGS,2018-10-12,"POLYGON ((-119.38033021963919 46.70258803025235, -119.37106388674795 46.84053772486337, -119.57213179425119 46.84674338258454, -119.58088722423477 46.70876401642301, -119.38033021963919 46.70258803025235))",WA4675811948720180908,WAHLUKE SLOPE,2018.0,45335200.32578936,0.19234386867753592,1.0,34.0,matched,0.5961719343387679,WA4675811948720180908
subsetted_512x512_HLS.S30.T10TGS.2019195.v1.4,10TGS,2019-07-14,"POLYGON ((-119.69193158583144 46.76711222892096, -119.68344288826351 46.90510596327929, -119.88481590928326 46.91076843608582, -119.89279128558704 46.772747615097835, -119.69193158583144 46.76711222892096))",WA4686911989820190604,243 COMMAND,2019.0,57401940.17874502,0.24346529096742991,1.0,40.0,matched,0.621732645483715,WA4686911989820190604
subsetted_512x512_HLS.S30.T10TGS.2020245.v1.4,10TGS,2020-09-01,"POLYGON ((-120.04274610773531 46.61769525746345, -120.03519630663834 46.755739048731094, -120.2360765357515 46.76077092374158, -120.24311644003646 46.62270306172244, -120.04274610773531 46.61769525746345))",WA4667012011520200817,TAYLOR POND,2020.0,81980921.73575684,0.34761125420849764,1.0,15.0,matched,0.6738056271042488,WA4667012011520200817
subsetted_512x512_HLS.S30.T10TGT.2018213.v1.4,10TGT,2018-08-01,"POLYGON ((-119.90288331759233 47.19123711882296, -119.89481658383377 47.32924913136635, -120.09783658815766 47.334574396162154, -120.10537777241309 47.196536879471445, -119.90288331759233 47.19123711882296))",WA4725411999320180703,BAIRD SPRINGS,2018.0,4621380.72328687,0.0195970931164414,1.0,29.0,matched,0.5097985465582207,WA4725411999320180703
subsetted_512x512_HLS.S30.T10TGT.2019213.v1.4,10TGT,2019-08-01,"POLYGON ((-120.0549303424368 47.64097544287699, -120.04713747503192 47.778995987504175, -120.2519298043778 47.78408585749616, -120.25918392061351 47.64604090099396, -120.0549303424368 47.64097544287699))",WA4770712016520190723,DESERT CANYON,2019.0,6098388.2211364545,0.02585662654588861,1.0,9.0,matched,0.5129283132729443,WA4770712016520190723
